"Gender","Age","Family_history_with_overweight","high_calorie_food_eat","vegetable_eat_daily","main_meals_daily","food_between_meals","SMOKE","Water_daily","Calories_monitoring","Physical_activity","Electronic_usage_daily","Alcohol_consumption","Method_of_Transport","Obesity_Level","food_between_meals_num","Alcohol_consumption_num","Obesity_Level_num","Method_of_Transport_num","Age_group","Diet_score"
"Female",24,"Yes","No",2.03,3,"Sometimes","No",2,"No",1.28,1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",5
"Male",37,"Yes","Yes",2.75,2,"Sometimes","No",2.27,"No",0.89,0.7,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",3
"Male",34,"Yes","Yes",2,3,"Sometimes","No",1.26,"No",0.94,1,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",2
"Female",21,"Yes","No",2.12,2,"Sometimes","No",2,"No",1.58,1.3,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Female",21,"Yes","No",2,2,"Sometimes","No",1.83,"No",0.28,0.6,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",3
"Male",19,"Yes","Yes",2.33,3,"Sometimes","No",3,"No",2.41,0.4,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Female",19,"Yes","No",2.75,4,"Sometimes","No",1.96,"No",1.15,1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Female",20,"Yes","No",2.3,3,"Sometimes","No",1.16,"No",1.93,1.1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",22,"Yes","Yes",1.9,3,"Sometimes","No",1.2,"No",0,1.9,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Male",22,"Yes","Yes",1.98,2,"Sometimes","No",2,"No",0.17,0.8,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Female",22,"Yes","Yes",2,3,"Sometimes","No",1.62,"No",0.46,1.5,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",3
"Male",23,"Yes","Yes",2,3,"Sometimes","No",1.4,"No",0.79,1.5,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",3
"Male",24,"Yes","Yes",2,3,"Sometimes","No",2.06,"No",0,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",23,"Yes","Yes",2.41,3,"Sometimes","No",1.98,"No",0.87,0.1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Female",26,"Yes","Yes",2.73,3,"Sometimes","No",3,"No",0.9,0.9,"Frequently","Public Transportation","Overweight Level II",1,2,3,2,"Adult",3
"Male",31,"Yes","Yes",2,3,"Sometimes","No",1.2,"No",0.05,0.2,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Adult",2
"Female",23,"Yes","Yes",2,3,"Sometimes","No",2.39,"No",0.93,1.3,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Female",26,"Yes","Yes",2.78,3,"Sometimes","No",2.17,"No",0.86,0.8,"Frequently","Automobile","Overweight Level II",1,2,3,0,"Adult",3
"Male",17,"Yes","Yes",2.01,3,"Sometimes","No",1.66,"No",1,0.6,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",2
"Male",19,"Yes","No",2.01,2,"Sometimes","No",3,"No",0.11,0.3,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",25,"Yes","Yes",1.12,3,"Sometimes","No",2,"No",1.29,1.9,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",22,"Yes","Yes",1.96,2,"Sometimes","No",1.86,"No",0,1.7,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",1
"Male",23,"Yes","Yes",2.32,3,"Sometimes","No",2.15,"No",0.33,0.9,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",22,"Yes","Yes",1.9,3,"Sometimes","No",1.4,"No",0,1.4,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Female",23,"Yes","Yes",2.04,3,"Sometimes","No",1.52,"No",0.5,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Male",34,"Yes","Yes",2.13,3,"Sometimes","No",2.61,"No",1.17,0.3,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",4
"Female",25,"Yes","Yes",2.18,3,"Sometimes","No",2.46,"No",0.04,0.5,"Frequently","Public Transportation","Overweight Level II",1,2,3,2,"Young adult",3
"Male",55,"Yes","Yes",2,3,"Sometimes","No",2,"No",1,0,"No","Automobile","Overweight Level II",1,0,3,0,"Older",4
"Male",34,"Yes","Yes",2.8,3,"Sometimes","No",2.98,"No",1.97,0.9,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",4
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2,"No",0.53,2,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",18,"Yes","No",2.49,3,"Sometimes","No",1.99,"No",1.45,0.9,"No","Public Transportation","Overweight Level II",1,0,3,2,"Teen",4
"Female",41,"Yes","Yes",2.73,3,"Sometimes","No",1.3,"No",0,1.1,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",3
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2,"No",2.63,1.4,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Female",27,"Yes","No",2,1,"Sometimes","No",1.28,"No",0.02,0,"No","Public Transportation","Overweight Level II",1,0,3,2,"Adult",3
"Female",25,"Yes","No",2,2,"Sometimes","No",1.85,"No",0.55,0.2,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",3
"Female",21,"Yes","No",2,2,"Sometimes","No",2,"No",0.32,0.5,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Female",20,"Yes","No",2.29,4,"Sometimes","No",2,"No",1.1,1.3,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",5
"Male",22,"Yes","Yes",2,3,"Sometimes","No",1.61,"No",0.43,1.8,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",3
"Male",23,"Yes","Yes",2.32,3,"Sometimes","No",1.57,"No",0.95,0.5,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Female",38,"Yes","Yes",3,3,"Sometimes","No",2.17,"No",0,0,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",5
"Female",37,"Yes","Yes",2.8,3,"Sometimes","No",1.74,"No",0,0.7,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",3
"Female",34,"Yes","Yes",2.8,2,"Sometimes","No",1.92,"No",0.94,0.7,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",2
"Female",34,"Yes","Yes",2.09,2,"Sometimes","No",2.09,"No",0.31,1,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",3
"Male",31,"Yes","Yes",2.33,2,"Sometimes","No",2.56,"No",1.33,0.5,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",2
"Male",33,"Yes","Yes",2,2,"Sometimes","No",3,"No",1,0,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",2
"Female",18,"Yes","No",3,4,"Sometimes","No",2,"No",1.63,1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Teen",6
"Female",19,"Yes","No",3,4,"Sometimes","No",2,"No",1.32,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",5
"Male",19,"Yes","No",1.65,3,"Sometimes","No",2.19,"No",1.47,0.5,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",4
"Male",47,"Yes","Yes",2.54,3,"Sometimes","No",1.15,"No",0.31,0,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",3
"Male",17,"Yes","No",2,3,"Sometimes","No",2.98,"No",1,0.1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",4
"Male",17,"Yes","Yes",2.77,3,"Sometimes","No",2.85,"No",1,0.4,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",3
"Male",20,"Yes","Yes",2.22,3,"Sometimes","No",1.81,"No",1.91,1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",3
"Female",33,"Yes","Yes",3,3,"Sometimes","No",2,"No",1.64,0.1,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",5
"Male",17,"Yes","Yes",2,3,"Sometimes","No",3,"No",1.05,0.9,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",3
"Male",33,"Yes","Yes",2,2,"Sometimes","No",2.01,"No",2.81,0,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",3
"Male",34,"Yes","Yes",2.63,3,"Sometimes","No",2.78,"No",2.67,0.9,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",4
"Male",35,"Yes","Yes",2,2,"Sometimes","No",2.14,"No",1.06,0,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",3
"Female",19,"Yes","No",2.94,3,"Sometimes","No",2.18,"No",1.52,0.8,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",4
"Female",18,"Yes","No",3,4,"Sometimes","No",2,"No",2.27,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",5
"Male",31,"Yes","Yes",2,3,"Sometimes","No",2.04,"No",0.6,0,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",3
"Male",23,"Yes","Yes",2.72,3,"Sometimes","No",2.91,"No",1.6,0.2,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",19,"Yes","No",1.84,3,"Sometimes","No",2,"No",1.19,1.2,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",5
"Male",19,"Yes","No",1.94,3,"Sometimes","No",2.16,"No",1.48,0.7,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",4
"Male",30,"Yes","Yes",2.05,3,"Sometimes","No",1.31,"No",1.44,0.9,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Adult",2
"Male",27,"Yes","Yes",2.76,1,"Sometimes","No",1.34,"No",1.9,0.5,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Adult",1
"Male",21,"Yes","Yes",2.09,2,"Sometimes","No",2,"No",2.08,0.9,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Male",33,"Yes","Yes",2,3,"Sometimes","No",2.45,"No",0.93,0,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",4
"Male",18,"Yes","Yes",2.91,3,"Sometimes","No",2.74,"No",1.22,0,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",3
"Male",32,"Yes","Yes",2,2,"Sometimes","No",1.86,"No",1.08,0.2,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Adult",1
"Male",31,"Yes","Yes",2.4,3,"Sometimes","No",2.54,"No",1.03,0.6,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",3
"Male",24,"Yes","Yes",1.52,3,"Sometimes","No",2,"No",0,0.6,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",24,"Yes","Yes",2,3,"Sometimes","No",2.08,"No",0.63,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Female",19,"Yes","No",2.5,4,"Sometimes","No",1.34,"No",0.93,1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Female",35,"Yes","Yes",2,3,"Sometimes","No",1.99,"No",0.04,1.5,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",3
"Female",33,"Yes","Yes",2.77,3,"Sometimes","No",1.87,"No",0.97,0.7,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",3
"Male",23,"Yes","Yes",2.74,3,"Sometimes","No",1.99,"No",1,0,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Male",39,"Yes","Yes",2.33,2,"Sometimes","No",1.95,"No",0.6,0,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",2
"Female",45,"Yes","Yes",2.08,3,"Sometimes","No",1.03,"No",0.65,0,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",3
"Male",25,"Yes","Yes",3,3,"Sometimes","No",2.05,"No",1.73,1.6,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",4
"Male",26,"Yes","Yes",3,3,"Sometimes","No",2.51,"No",2,1.6,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Adult",4
"Male",30,"Yes","Yes",2.27,3,"Sometimes","No",1.77,"No",2,0.4,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Adult",2
"Male",39,"Yes","Yes",2.33,3,"Sometimes","No",2.5,"No",3,1,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Middle age",4
"Female",31,"Yes","Yes",2.14,3,"Sometimes","No",1.51,"No",0,0,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Adult",2
"Female",25,"Yes","Yes",2,1,"Sometimes","No",2,"No",0,0,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",2
"Female",43,"Yes","Yes",2.91,1,"Sometimes","No",2,"No",1.31,0,"No","Automobile","Obesity Type I",1,0,4,0,"Middle age",3
"Female",42,"Yes","Yes",2.49,3,"Sometimes","No",1.85,"No",0,0,"No","Automobile","Obesity Type I",1,0,4,0,"Middle age",3
"Female",22,"Yes","Yes",1.06,1,"Sometimes","No",2,"No",0,1.5,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",2
"Female",22,"Yes","Yes",2.7,1,"Sometimes","No",2.6,"No",0.29,2,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",2
"Male",24,"Yes","Yes",2,3,"Sometimes","No",2.84,"No",1.31,1.3,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",4
"Male",21,"Yes","Yes",2.43,2,"Sometimes","No",3,"No",1.17,1,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",3
"Female",22,"Yes","Yes",2.88,2,"Sometimes","No",2.78,"No",0.43,1,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",3
"Female",23,"Yes","Yes",2.18,3,"Sometimes","No",2.72,"No",2.23,0.1,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",4
"Female",37,"Yes","Yes",2,3,"Sometimes","No",1.63,"No",0,0,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Middle age",2
"Male",22,"Yes","Yes",2,3,"Sometimes","No",2.29,"No",2.67,1.2,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",4
"Male",23,"Yes","Yes",2,3,"Sometimes","No",3,"No",3,2,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",5
"Female",22,"Yes","Yes",3,1,"Sometimes","No",3,"No",1.28,1.8,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",4
"Female",18,"Yes","Yes",3,3,"Sometimes","No",1,"No",1.03,1.4,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Teen",3
"Male",25,"Yes","Yes",3,3,"Sometimes","No",1.78,"No",1.76,0,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Young adult",3
"Female",40,"Yes","Yes",2,3,"Sometimes","No",1.41,"No",0,0,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Middle age",2
"Male",23,"Yes","Yes",2,3,"Sometimes","No",1.53,"No",0.97,1,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",3
"Female",37,"Yes","Yes",2.85,2,"Sometimes","No",1.46,"No",1.72,0,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Middle age",1
"Male",31,"Yes","Yes",2.19,3,"Sometimes","No",2.35,"No",1.95,0,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Adult",3
"Male",22,"Yes","Yes",2,3,"Sometimes","No",2,"No",0,0.1,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",4
"Male",40,"Yes","Yes",2,3,"Sometimes","No",2.68,"No",1.55,0.5,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Middle age",3
"Male",23,"Yes","Yes",2,3,"Sometimes","No",3,"No",3,2,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",5
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2.21,"No",2.7,2,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",4
"Male",35,"Yes","Yes",2.07,2,"Sometimes","No",3,"No",2.05,0.1,"Frequently","Automobile","Obesity Type I",1,2,4,0,"Adult",2
"Female",22,"Yes","Yes",1.36,3,"Sometimes","No",2.17,"No",2.23,1.3,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",4
"Female",23,"Yes","Yes",2.1,3,"Sometimes","No",2.43,"No",1.89,0,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",4
"Female",23,"Yes","Yes",2.93,2,"Sometimes","No",2.78,"No",0.35,1.7,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",3
"Female",40,"Yes","Yes",2,2,"Sometimes","No",1.37,"No",1.63,0,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Middle age",1
"Female",39,"Yes","Yes",2,3,"Sometimes","No",1,"No",0,0,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Middle age",2
"Male",26,"Yes","Yes",2,3,"Sometimes","No",3,"No",0.67,0.5,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Adult",3
"Female",23,"Yes","Yes",2,1,"Sometimes","No",2,"No",0.83,0,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",3
"Male",20,"Yes","Yes",2,3,"Sometimes","No",1.69,"No",1.46,0,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",3
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2.77,"No",2.36,1.2,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",4
"Female",23,"Yes","Yes",2,1,"Sometimes","No",2,"No",0.03,0,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",3
"Male",20,"Yes","Yes",2,3,"Sometimes","No",1.16,"No",0,0.5,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",2
"Male",18,"Yes","Yes",2,2,"Sometimes","No",2.16,"No",1,2,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Teen",2
"Female",18,"Yes","Yes",2.5,3,"Sometimes","No",1.85,"No",1.07,0.7,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Teen",2
"Female",18,"Yes","Yes",1.71,3,"Sometimes","No",1,"No",0.9,1,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Teen",2
"Male",23,"Yes","Yes",2.26,3,"Sometimes","No",2.03,"No",0.32,0.5,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",3
"Male",23,"Yes","Yes",2.74,3,"Sometimes","No",2.08,"No",0.65,0.8,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",3
"Male",20,"Yes","Yes",2,3,"Sometimes","No",1.61,"No",0.48,0,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",3
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2.72,"No",0,0.6,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",4
"Male",18,"Yes","Yes",2,2,"Sometimes","No",2.28,"No",1,1.6,"No","Public Transportation","Obesity Type I",1,0,4,2,"Teen",3
"Male",18,"Yes","Yes",2,2,"Sometimes","No",2.5,"No",1,1.4,"No","Public Transportation","Obesity Type I",1,0,4,2,"Teen",3
"Female",19,"Yes","Yes",1.08,3,"Sometimes","No",1.12,"No",0,1.6,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",2
"Female",22,"Yes","Yes",2.59,2,"Sometimes","No",1.91,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",1
"Male",21,"Yes","Yes",2.25,3,"Sometimes","No",2.96,"No",1,0,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",3
"Male",21,"Yes","Yes",2,3,"Sometimes","No",3,"No",0.73,1,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",3
"Male",22,"Yes","Yes",2,3,"Sometimes","No",3,"No",0.98,1,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",3
"Female",37,"Yes","Yes",2.04,2,"Sometimes","No",1.93,"No",1.85,0,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Middle age",1
"Female",37,"Yes","Yes",2,3,"Sometimes","No",1.54,"No",1.88,0,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Middle age",2
"Male",17,"Yes","Yes",2,3,"Sometimes","No",2,"No",0,0.2,"No","Public Transportation","Obesity Type I",1,0,4,2,"Teen",4
"Female",37,"Yes","Yes",2,3,"Sometimes","No",2.1,"No",0,0,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Middle age",3
"Female",43,"Yes","Yes",2,3,"Sometimes","No",2.09,"No",0,0,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Middle age",3
"Male",18,"Yes","Yes",2,3,"Sometimes","No",2.09,"No",1,0.7,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Teen",3
"Male",18,"Yes","Yes",2,3,"Sometimes","No",2.94,"No",1,0.1,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Teen",3
"Male",29,"Yes","Yes",2,3,"Sometimes","No",2.36,"No",0.88,1.8,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Adult",3
"Female",18,"Yes","Yes",2.61,3,"Sometimes","No",1.96,"No",1.19,0,"No","Public Transportation","Obesity Type I",1,0,4,2,"Teen",3
"Male",24,"Yes","Yes",1.04,3,"Sometimes","No",1,"No",0.34,0.3,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Young adult",2
"Male",29,"Yes","Yes",1.85,3,"Sometimes","No",2.11,"No",0.39,0,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Adult",3
"Female",18,"Yes","Yes",2,3,"Sometimes","No",1.05,"No",1,0,"No","Public Transportation","Obesity Type I",1,0,4,2,"Teen",3
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2,"No",0,1.6,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",4
"Male",19,"Yes","Yes",2,3,"Sometimes","No",2,"No",0,1.9,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",4
"Female",18,"Yes","Yes",2.5,3,"Sometimes","No",1.22,"No",0.25,0.5,"No","Public Transportation","Obesity Type I",1,0,4,2,"Teen",3
"Male",18,"Yes","Yes",2,3,"Sometimes","No",3,"No",1.78,0,"No","Public Transportation","Obesity Type I",1,0,4,2,"Teen",4
"Male",26,"Yes","Yes",3,3,"Sometimes","No",2.93,"No",2,1.8,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Adult",4
"Male",25,"Yes","Yes",3,3,"Sometimes","No",2.86,"No",1.81,0.7,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",4
"Male",36,"Yes","Yes",2.03,3,"Sometimes","No",2.85,"No",2,0.4,"Frequently","Automobile","Obesity Type I",1,2,4,0,"Middle age",3
"Male",38,"Yes","Yes",2.01,3,"Sometimes","No",2.18,"No",2,0.8,"Frequently","Automobile","Obesity Type I",1,2,4,0,"Middle age",3
"Female",30,"Yes","Yes",2.03,2,"Sometimes","No",1.8,"No",0,0,"No","Public Transportation","Obesity Type I",1,0,4,2,"Adult",2
"Female",28,"Yes","Yes",2,1,"Sometimes","No",2,"No",0.01,0,"No","Public Transportation","Obesity Type I",1,0,4,2,"Adult",3
"Female",42,"Yes","Yes",2.82,3,"Sometimes","No",1.72,"No",0,0,"No","Automobile","Obesity Type I",1,0,4,0,"Middle age",3
"Female",47,"Yes","Yes",2.04,2,"Sometimes","No",1.83,"No",0,0,"No","Automobile","Obesity Type I",1,0,4,0,"Middle age",2
"Female",22,"Yes","Yes",1.85,2,"Sometimes","No",2.14,"No",0.25,1.7,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",2
"Female",22,"Yes","Yes",1.01,1,"Sometimes","No",2,"No",0,0.6,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",2
"Male",23,"Yes","Yes",2,3,"Sometimes","No",1.49,"No",0.65,1,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",3
